event_id,name,start_date,end_date,location,category
65,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,20/8/20,22/8/20,Briançon,World Cup
70,IFSC Pan Am - Continental Championships (C) - Los Angeles (USA) 2020,24/2/20,2/3/20,Los Angeles,Continental
72,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2020 - CANCELLED,6/11/20,8/11/20,Soure,Continental
85,"IFSC Europe - Continental Cup (L,S) - Belgrad (SRB) 2020 - CANCELLED",13/8/20,16/8/20,Belgrad,Continental
87,"IFSC Europe - Continental Youth Championships (B,L,S) - Perm (RUS) 2020 - POSTPONED",21/10/20,28/10/20,Perm,Continental
100,UIAA Worldcup - Wien 1991,25/4/91,26/4/91,W-Wi,World Cup
101,UIAA Worldcup - Clusone 1991,29/8/91,30/8/91,W-Cl,World Cup
102,UIAA Worldcup - Innsbruck 1991,19/9/91,20/9/91,W-In,World Cup
103,UIAA World Championship - Frankfurt 1991,1/10/91,2/10/91,WM-F,World Championship
104,UIAA Worldcup - Tokio 1991,15/10/91,16/10/91,W-To,World Cup
105,UIAA Worldcup - Nürnberg 1991,30/10/91,31/10/91,W-Nü,World Cup
106,UIAA Worldcup - Birmingham 1991,4/12/91,5/12/91,W-Bi,World Cup
113,UIAA Worldcup - Zürich 1992,30/4/92,1/5/92,W-Zü,World Cup
114,UIAA Worldcup - Kobe 1992,7/10/92,8/10/92,W-Ko,World Cup
115,UIAA Worldcup - Nürnberg 1992,29/10/92,30/10/92,W-Nü,World Cup
116,UIAA Worldcup - St. Pölten 1992,13/11/92,14/11/92,W-Pö,World Cup
117,UIAA Worldcup - Laval 1992,19/11/92,20/11/92,W-La,World Cup
118,UIAA Worldcup - Birmingham 1992,10/12/92,11/12/92,W-Bi,World Cup
119,UIAA Youth Worldchampionship - Basel 1992,26/2/92,27/2/92,J-WM,World Championship
120,UIAA European Championship - Frankfurt 1992,17/9/92,18/9/92,EM-F,Continental
121,Masters Chambery 1992,29/1/92,30/1/92,M-Ch,Other
122,Masters Serre Chevalier 1992,20/7/92,21/7/92,M-Se,Other
123,UIAA Masters - Rock Masters Arco 1992,31/8/92,1/9/92,M-Ar,Other
124,UIAA Worldcup - Frankfurt 1993,1/4/93,2/4/93,W-Fr,World Cup
125,UIAA World Championship - Innsbruck 1993,29/4/93,30/4/93,WM-I,World Championship
126,UIAA Worldcup - Zürich 1993,14/5/93,15/5/93,W-Zü,World Cup
127,UIAA Worldcup - Toulon 1993,27/5/93,28/5/93,W-To,World Cup
128,UIAA Worldcup - Black See 1993,26/8/93,27/8/93,W-Bu,World Cup
129,UIAA Worldcup - Nürnberg 1993,4/11/93,5/11/93,W-Nü,World Cup
130,UIAA Worldcup - Laval 1993,9/12/93,10/12/93,W-La,World Cup
131,Jeux de Pyrinae - Ainsa 1993,20/5/93,21/5/93,M-Py,Other
132,Masters Serre-Chevalier 1993,21/7/93,22/7/93,M-Se,Other
133,UIAA Masters - Rock Masters Arco 1993,10/9/93,11/9/93,M-Ar,Other
134,UIAA Worldcup - Villach 1994,15/4/94,16/4/94,W-Vi,World Cup
135,UIAA Worldcup - Moscow 1994,28/4/94,29/4/94,W-Mo,World Cup
137,UIAA Worldcup - Aix-les-Bains 1994,17/11/94,18/11/94,W-Ai,World Cup
138,UIAA Worldcup - Birmingham 1994,25/11/94,26/11/94,W-Bi,World Cup
139,UIAA Youth Worldchampionship - Leipzig 1994,21/10/94,22/10/94,94-JWM,World Championship
140,UIAA Masters - Serre Chevalier 1994,20/7/94,21/7/94,M-Se,Other
141,UIAA Masters - L'Argentiere 1994,27/7/94,28/7/94,M-LA,Other
142,UIAA Masters - Rock Masters Arco 1994,9/9/94,10/9/94,M-Ar,Other
143,UIAA Worldcup - Frankfurt 1995,6/4/95,7/4/95,W-Fr,World Cup
144,UIAA Worldcup - Moscow 1995,21/10/95,22/10/95,W-Mo,World Cup
145,UIAA Worldchampionchip - Genève 1995,5/5/95,6/5/95,WM-G,World Championship
146,UIAA Worldcup - Birmingham 1995,24/11/95,25/11/95,W-Bi,World Cup
147,UIAA Worldcup - Aix-les-Bains 1995,7/12/95,8/12/95,W-Ai,World Cup
148,UIAA Youth Worldchampionship - Laval 1995,5/10/95,6/10/95,95JWM,World Championship
149,UIAA Masters - Serre Chevalier 1995,28/7/95,29/7/95,M-Se,Other
150,UIAA Bouldering Masters - L'Argentier 1995,6/8/95,7/8/95,M-LA,Other
151,UIAA Masters - Rock Masters Arco 1995,9/9/95,10/9/95,M-Ar,Other
152,UIAA Worldcup - Ekaterinburg 1996,18/9/96,19/9/96,W-Ekaterinburg,World Cup
153,UIAA Worldcup - Kranj 1996,23/11/96,24/11/96,W-Kranj,World Cup
154,UIAA Worldcup - Graz 1996,14/12/96,15/12/96,W-Graz,World Cup
155,European Championship - Paris 1996,27/1/96,28/1/96,EmPa,Continental
156,European Youth Cup - Dortmund (GER) 1996,7/6/96,8/6/96,E-Dortmund,Continental
157,European Youth Cup - Ravenna (ITA) 1996,28/6/96,29/6/96,E-Ravenna,Continental
158,European Youth Cup - Skofja Loka (SLO) 1996,13/9/96,14/9/96,E-Skofja Loka,Continental
159,European Youth Cup - Bern (SUI) 1996,27/9/96,28/9/96,E-Bern,Continental
160,European Youth Cup - Prag (CZE) 1996,25/10/96,26/10/96,E-Prag,Continental
161,"UIAA Masters - ESPN X-Games - Newport, USA 1996",24/6/96,25/6/96,ESPN,Other
162,UIAA Masters - Serre Chevalier 1996,24/7/96,25/7/96,M-Se,Other
163,UIAA Masters - Rock Masters Arco 1996,6/9/96,7/9/96,M-Ar,Other
164,UIAA World Championchip - Paris 1997,31/1/97,1/2/97,WM,World Championship
165,UIAA Worldcup - Courmayeur 1997,4/9/97,5/9/97,W-Co,World Cup
166,UIAA Worldcup - Prag 1997,23/10/97,24/10/97,W-Pr,World Cup
167,UIAA Worldcup - Kranj 1997,8/11/97,9/11/97,W-Kr,World Cup
168,UIAA Worldcup - Imst 1997,21/11/97,22/11/97,W-Im,World Cup
169,UIAA Worldcup - Birmingham 1997,28/11/97,29/11/97,W-Bi,World Cup
170,UIAA Youth Worldchampionship - Imst (AUT) 1997,13/11/97,14/11/97,JWM,World Championship
171,European Youth Cup - Bolzano (ITA) 1997,3/5/97,4/5/97,E-Bolzano,Continental
172,European Youth Cup - Dortmund (GER) 1997,31/5/97,1/6/97,E-Dortmund,Continental
173,European Youth Cup - Chocen (CZE) 1997,28/6/97,29/6/97,E-Chocen,Continental
174,European Youth Cup - Bern (SUI) 1997,23/8/97,24/8/97,E-Bern,Continental
175,European Youth Cup - Parma (ITA) 1997,20/9/97,21/9/97,E-Parma,Continental
176,"UIAA Masters - San Diego X-Games, USA 1997",22/6/97,23/6/97,X-Gam,Other
177,UIAA Masters - Serre Chevalier 1997,26/7/97,27/7/97,M-Se,Other
178,UIAA Masters - Rock Masters Arco 1997,12/9/97,13/9/97,M-Ar,Other
179,UIAA Worldcup - Beauregard (ITA) 1998,31/7/98,1/8/98,W-Beauregard,World Cup
180,UIAA Worldcup - Courmayeur (ITA) 1998,3/9/98,4/9/98,W-Courmayeur,World Cup
181,UIAA Worldcup - Milan (ITA) 1998,8/10/98,9/10/98,W-Milan,World Cup
182,UIAA Worldcup - Kranj (SLO) 1998,13/11/98,14/11/98,W-Kranj,World Cup
183,UIAA Youth Worldchampionship - Moscow (RUS) 1998,15/7/98,16/7/98,J_WM,World Championship
184,UIAA European Championship - Nürnberg (GER) 1998,2/4/98,3/4/98,EC-Nürnberg,Continental
185,European Youth Cup - Dortmund (GER) 1998,11/6/98,12/6/98,E-Dortmund,Continental
186,European Youth Cup - Triest (ITA) 1998,3/7/98,4/7/98,E-Triest,Continental
187,European Youth Cup - Imst (AUT) 1998,10/7/98,11/7/98,E-Imst,Continental
188,European Youth Cup - Aix en Provence (FRA) 1998,30/10/98,31/10/98,E-Aix en Provence,Continental
189,Top Rock Challenge - Val d'Isere (FRA) 1998,11/7/98,12/7/98,T-V.d'Isere,Other
190,Top Rock Challenge - Chamonix (FRA) 1998,16/7/98,17/7/98,T-Chamonix,Other
191,UIAA Masters - Serre Chevalier (FRA) 1998,22/7/98,23/7/98,M-Serre Chevalier,Other
192,Top Rock Challenge - Valloire (FRA) 1998,6/8/98,7/8/98,T-Valloire,Other
193,Top Rock Challenge - Cortina d'Ampezzo (ITA) 1998,13/8/98,14/8/98,T-Cortina,Other
194,Top Rock Challenge - Crans Montana (SUI) 1998,21/8/98,22/8/98,T-Cr.Montana,Other
195,Top Rock Challenge - Grenoble (FRA) 1998,27/8/98,28/8/98,T-Grenoble,Other
196,UIAA Masters - Rock Masters Arco (ITA) 1998,11/9/98,12/9/98,M-Arco,Other
197,UIAA Worldcup - Wiener Neustadt (AUT) 1999,15/4/99,16/4/99,Wien,World Cup
198,UIAA Worldcup - Besancon (FRA) 1999,9/6/99,10/6/99,W-Besancon,World Cup
199,UIAA Worldcup - Benasque (ESP) 1999,2/7/99,3/7/99,WC Benasque,World Cup
200,UIAA Worldcup - Val d'Isere (FRA) 1999,10/7/99,11/7/99,WC Val d'Isere,World Cup
201,UIAA Worldcup - Chamonix (FRA) 1999,16/7/99,17/7/99,WC Chamonix,World Cup
202,UIAA Worldcup - Beauregard (ITA) 1999,23/7/99,24/7/99,WC Beauregard,World Cup
203,UIAA Worldcup - Bardonecchia (ITA) 1999,30/7/99,31/7/99,WC Bardonecchia,World Cup
204,UIAA Worldcup - Cortina (ITA) 1999,12/8/99,13/8/99,WC Cortina,World Cup
205,UIAA Worldcup - Grenoble (FRA) 1999,27/8/99,28/8/99,WC Grenoble,World Cup
206,UIAA Worldcup - Kranj (SLO) 1999,11/11/99,12/11/99,W-Kranj,World Cup
207,UIAA World Championship - Birmingham (GBR) 1999,2/12/99,3/12/99,WM Birmingham,World Championship
208,UIAA Youth Worldchampionship - Courmayeur (ITA) 1999,2/9/99,3/9/99,JWM,World Championship
209,European Youth Cup - Imst (AUT) 1999,9/7/99,10/7/99,Imst,Continental
210,European Youth Cup - Bern (SUI) 1999,13/8/99,14/8/99,Bern,Continental
211,European Youth Cup - Albertville (FRA) 1999,15/10/99,16/10/99,Albertville,Continental
212,EuropeanYouth Cup - Amsterdam (NED) 1999,26/11/99,27/11/99,Amsterdam,Continental
213,UIAA Masters - Serre-Chevalier (FRA) 1999,21/7/99,22/7/99,Ma Serre-Chev.,Other
214,Int. Event - Arco Rock Master (ITA) 1999,9/9/99,10/9/99,IE Arco,Other
215,Int. Event - Sheffield (GBR) 1999,6/12/99,7/12/99,IE Sheffield,Other
216,UIAA Worldcup - Konitsa (GRE) 2000,26/5/00,27/5/00,Konitsa,World Cup
217,UIAA Worldcup - Millau (FRA) 2000,31/5/00,1/6/00,Milau,World Cup
218,UIAA Worldcup - Chamonix (FRA) 2000,11/7/00,12/7/00,Chamonix,World Cup
219,UIAA Worldcup - Beauregard (ITA) 2000,21/7/00,22/7/00,Beauregard,World Cup
220,UIAA Worldcup - München (GER) 2000,3/8/00,4/8/00,München,World Cup
221,UIAA Worldcup - Grenoble (FRA) 2000,31/8/00,1/9/00,Grenoble,World Cup
222,UIAA Worldcup - Rovereto (ITA) 2000,15/9/00,16/9/00,Rovereto,World Cup
223,UIAA Worldcup - Lecco (ITA) 2000,22/9/00,23/9/00,Lecco,World Cup
224,UIAA Worldcup - Courmayeur (ITA) 2000,28/9/00,29/9/00,Courmayeur,World Cup
225,UIAA Worldcup - Nantes (FRA) 2000,1/11/00,2/11/00,Nantes,World Cup
226,UIAA Worldcup - Kranj (SLO) 2000,16/11/00,17/11/00,Kranj,World Cup
227,UIAA World Youth Championship - Amsterdam (NED) 2000,31/8/00,1/9/00,Amsterdam,World Championship
228,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,23/11/00,24/11/00,Kuala Lumpur,Continental
230,UIAA European Championship - München (GER) 2000,6/10/00,7/10/00,EM München,Continental
231,European Youth Cup - Imst (AUT) 2000,2/6/00,3/6/00,Imst,Continental
232,European Youth Cup - L'Aprica (ITA) 2000,27/10/00,28/10/00,L'Aprica,Continental
233,European Youth Cup - Kranj (SLO) 2000,1/12/00,2/12/00,Kranj,Continental
235,Masters - Serre Chevalier (FRA) 2000,16/7/00,17/7/00,Serre Chevalier,Other
236,Int. Event - Serre Chevalier (FRA) 2000,19/7/00,20/7/00,Serre Chevalier,Other
237,Int. Event - L'Argentiere (FRA) 2000,24/7/00,25/7/00,L'Argentiere,Other
238,Int. Event - Rock Master Arco (ITA) 2000,8/9/00,9/9/00,Arco,Other
239,1. Int. SALEWA Masters - Scheidegg 2000,13/10/00,14/10/00,Scheidegg,Other
240,UIAA Worldcup - GAP (FRA) 2001,29/6/01,30/6/01,Gap,World Cup
241,UIAA Worldcup - Chamonix (FRA) 2001,11/7/01,15/7/01,Chamonix,World Cup
242,UIAA Worldcup - Munich (GER ) 2001,21/7/01,22/7/01,Munich,World Cup
243,UIAA Worldcup - Rovereto (ITA) 2001,31/8/01,1/9/01,Rovereto,World Cup
244,UIAA World Championship - Winterthur (SUI) 2001,5/9/01,8/9/01,Winterthur,World Championship
245,UIAA Worldcup - Lecco (ITA) 2001,21/9/01,22/9/01,Lecco,World Cup
246,UIAA Worldcup - Aprica (ITA) 2001,18/10/01,19/10/01,Aprica,World Cup
247,UIAA Worldcup - Kuala Lumpur (MAS) 2001,2/11/01,4/11/01,Kuala Lumpur,World Cup
248,UIAA Worldcup - Kranj (SLO) 2001,16/11/01,18/11/01,Kranj,World Cup
249,UIAA Worldcup - Birmingham (GBR) 2001,6/12/01,7/12/01,Birmingham,World Cup
250,UIAA Youth World Championship - Imst(AUT) 2001,21/6/01,24/6/01,YWC Imst 2001,World Championship
251,UIAA Youth World Championship SPEED - Imst (AUT) 2001,21/6/01,24/6/01,YWC Imst 2001 SPEED,World Championship
252,1st UIAA ASIAN CUP - Kunming (CHN),13/9/01,14/9/01,Kunming,Continental
253,UIAA Asian Championship - Jakarta (INA) 2001,26/10/01,27/10/01,Jakarta,Continental
254,Asian Bouldering Championship - Taipei (TPE) 2001,23/11/01,24/11/01,Taipei,Continental
256,European Youth Cup Speed - Apatity (RUS) 2001,28/3/01,29/3/01,Apatity (Speed),Continental
257,European Youth Cup - Apatity (RUS) 2001,30/3/01,1/4/01,Apatity,Continental
258,European Youth Cup - Trieste (ITA) 2001,6/4/01,7/4/01,Trieste,Continental
259,European Youth Cup - Imst (AUT) 2001,15/6/01,16/6/01,Imst,Continental
260,European Youth Cup - Arco (ITA) 2001,29/6/01,30/6/01,Arco,Continental
261,European Youth Cup - Aprica (ITA) 2001,12/10/01,13/10/01,Aprica,Continental
262,European Youth Cup - Birmingham (GBR) 2001,7/12/01,9/12/01,Birmingham,Continental
263,North American Youth Championship - Berkeley (USA) 2001,2/2/01,4/2/01,Berkeley,Continental
264,Reg. Event - Nordic Championship - Malmö (SWE) 2001,16/3/01,17/3/01,Malmö,Other
265,Int. Event - Fontainebleau (FRA) 2001,7/6/01,8/6/01,Fontainebleau,Other
267,Int. Event - Lake Placid (USA) 2001,12/7/01,15/7/01,Lake Placid,Other
268,Int. Event - Hood River (USA) 2001,19/7/01,21/7/01,Hood River,Other
269,Int. Event - Serre Chevalier (FRA) 2001,19/7/01,20/7/01,Serre-Chevalier,Other
270,Int. Event - L'Argentiere (FRA) 2001,26/7/01,27/7/01,L'Argentiere,Other
271,Int. Event - Rock Master Arco (ITA) 2001,14/9/01,16/9/01,Arco,Other
272,Int. Event - Blocmaster Grenoble (FRA) 2001,5/10/01,7/10/01,Grenoble,Other
273,2. Int. SALEWA Masters - Scheidegg (GER) 2001,13/10/01,13/10/01,Scheidegg,Other
274,Int. Event - Master WARSAW (POL) 2001,9/11/01,10/11/01,WarSaw,Other
275,UIAA Worldcup - Bolzano (ITA) 2002,26/4/02,28/4/02,Bolzano,World Cup
276,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn,17/5/02,19/5/02,Yekaterinburg,World Cup
277,2. UIAA Worldcup - Yekaterinburg (RUS) 2002,22/5/02,22/5/02,Yekaterinburg 2,World Cup
278,3. UIAA Worldcup - Yekaterinburg (RUS) 2002,25/5/02,26/5/02,Yekaterinburg 3,World Cup
279,UIAA Worldcup - Imst (AUT) 2002,6/6/02,7/6/02,Imst,World Cup
280,UIAA Worldcup - Fiera di Primiero (ITA) 2002,13/6/02,14/6/02,Fiera di Primiero,World Cup
281,UIAA Worldcup - Lecco (ITA) 2002 - speed,24/6/02,24/6/02,Lecco,World Cup
282,UIAA Worldcup - Lecco (ITA) 2002 - boulder,25/6/02,26/6/02,Lecco,World Cup
283,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,28/6/02,29/6/02,Lecco,World Cup
284,UIAA Worldcup - Singapore (SIN) 2002,23/8/02,25/8/02,Singapore,World Cup
285,UIAA Worldcup - Rovereto (ITA) 2002,13/9/02,14/9/02,Rovereto,World Cup
286,UIAA Worldcup - Aprica (ITA) 2002,17/10/02,18/10/02,Aprica,World Cup
287,UIAA Worldcup - Kranj (SLO) 2002,15/11/02,17/11/02,Kranj,World Cup
288,UIAA Youth World Championship Speed - Canteleu (FRA) 2002,26/9/02,27/9/02,Canteleu,World Championship
289,UIAA World Youth Championship - Canteleu (FRA) 2002,27/9/02,28/9/02,Canteleu,World Championship
290,UIAA Asian Championship - Toyama (JPN) 2002,11/10/02,12/10/02,Toyama,Continental
291,Asian Youth Championship - Malaysia 2002,20/12/02,21/12/02,Malaysia,Continental
292,UIAA European Championship - Chamonix (FRA) 2002,11/7/02,14/7/02,Chamonix,Continental
293,European Youth Cup - Imst (AUT) 2002,14/6/02,15/6/02,Imst,Continental
294,European Youth Cup - Arco (ITA) 2002,21/6/02,22/6/02,Arco,Continental
295,European Youth Cup - Veliko Tarnovo (BUL) 2002,8/11/02,9/11/02,Veliko Tarnovo,Continental
296,European Youth Cup - Kranj (SLO) 2002,22/11/02,23/11/02,Kranj,Continental
300,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002,20/4/02,20/4/02,Klimax,Other
302,Int. Event - Serre Chevalier (FRA) 2002,18/7/02,19/7/02,Serre Chevalier,Other
303,Int. Event - L'Argentière (FRA) 2002,25/7/02,26/7/02,L'Argentière,Other
304,Int. Event - Speed Rock - Daone (ITA),28/7/02,28/7/02,Daone,Other
305,Int. Event - Arco Rockmaster (ITA) 2002,6/9/02,7/9/02,Arco,Other
306,Int. Event - Schengzheng (CHN) 2002,6/12/02,7/12/02,Schengzheng,Other
307,UIAA Worldcup - Imst (AUT) 2003,22/5/03,23/5/03,Imst,World Cup
308,UIAA Worldcup - Yekaterinburg (RUS) 2003 (B+S),30/5/03,1/6/03,Yekaterinburg B+S,World Cup
309,UIAA Worldcup - Yekaterinburg (RUS) 2003 (S),4/6/03,4/6/03,Yekaterinburg S,World Cup
310,UIAA Worldcup - Yekaterinburg (RUS) 2003 (D+S),6/6/03,8/6/03,Yekaterinburg D+S,World Cup
311,UIAA Worldcup - Fiera di Primiero (ITA) 2003,13/6/03,15/6/03,Fiera di Primiero,World Cup
312,UIAA Worldcup - Lecco (ITA) 2003 (speed),23/6/03,23/6/03,Lecco Speed,World Cup
313,UIAA Worldcup - Lecco (ITA) 2003 (boulder),24/6/03,25/6/03,Lecco Bouldern,World Cup
314,UIAA Worldcup - Lecco (ITA) 2003 (difficulty),27/6/03,28/6/03,Lecco,World Cup
315,UIAA Worldchampionship - Chamonix (FRA) 2003,9/7/03,13/7/03,Chamonix,World Championship
316,UIAA Worldcup - L'Argentière (FRA) 2003,24/7/03,25/7/03,Argentiere,World Cup
317,UIAA Worldcup - Val Daone (ITA) 2003,25/7/03,26/7/03,Val Daone,World Cup
318,UIAA Worldcup - Aviles (ESP) 2003,21/8/03,22/8/03,Aviles,World Cup
319,UIAA Worldcup - Rovereto (ITA) 2003,11/9/03,12/9/03,Rovereto,World Cup
320,UIAA Worldcup - Aprica (ITA) 2003,2/10/03,3/10/03,Aprica,World Cup
321,UIAA Worldcup - Prague (CZE) 2003,10/10/03,11/10/03,Prague,World Cup
322,UIAA Worldcup - Valence (FRA) 2003,30/10/03,31/10/03,Valence,World Cup
323,UIAA Worldcup - Kranj (SLO) 2003,14/11/03,16/11/03,Kranj,World Cup
324,UIAA Worldcup - Shenzen (CHN) 2003,21/11/03,23/11/03,Shenzen,World Cup
325,UIAA Worldcup - Edinburgh (GBR) 2003,4/12/03,7/12/03,Edinburgh,World Cup
326,Youth Worldchampionship - Veliko Tarnovo (BUL) 2003,19/9/03,21/9/03,Veliko Tarnovo,World Championship
327,UIAA Asian Championship - Beijing (CHN) 2003,22/8/03,23/8/03,Beijing,Continental
328,European Youth Cup - Imst (AUT) 2003,16/5/03,17/5/03,Imst,Continental
329,European Youth Cup - Arco (ITA) 2003,30/5/03,31/5/03,Arco,Continental
330,European Youth Cup - Niederwangen (SUI) 2003,12/9/03,13/9/03,Bern,Continental
331,European Youth Cup - Kranj (SLO) 2003,22/11/03,23/11/03,Kranj,Continental
332,Panamerican Championships - Mexico City (MEX) 2003,23/5/03,25/5/03,Mexico,Continental
333,UIAA North American Youth Championship - not confirmed,31/12/02,1/1/03,North American Youth,Continental
334,Nordic Championships - Oslo (NOR) 2003,2/5/03,3/5/03,Oslo,Other
335,Int. Event - Birmingham (GBR) 2003,14/3/03,16/3/03,Birmingham,Other
336,Int. Event - Open Youth Marseille (FRA) 2003,25/4/03,26/4/03,Marseille,Other
340,Int. Event - Speed Rock Daone (ITA) 2003 - not confirmed,30/6/03,1/7/03,Daone,Other
341,"Int. Event - Master/Event of Daroca, Zaragosa (ESP) 2003",4/7/03,5/7/03,Zaragosa,Other
342,Int. Event - Serre Chevalier (FRA) 2003,17/7/03,18/7/03,Serre Chevalier,Other
343,Int. Event - Boulder Masters Grenoble (FRA) 2003,28/8/03,29/8/03,Grenoble,Other
344,Int. Event - La Colmiane (FRA) 2003,18/9/03,19/9/03,La Colmiane,Other
345,Int. Event - Arco Rockmaster (ITA) 2003,26/9/03,27/9/03,Arco,Other
347,UIAA Worldcup - Birmingham (GBR) 2004,2/4/04,4/4/04,Birmingham,World Cup
348,UIAA Worldcup - Erlangen (GER) 2004,15/4/04,16/4/04,Erlangen,World Cup
349,UIAA Worldcup - Puurs (BEL) 2004,23/4/04,25/4/04,Puurs,World Cup
350,UIAA Worldcup - Imst (AUT) 2004,28/5/04,29/5/04,Imst,World Cup
351,UIAA Worldcup - Fiera di Primiero (ITA) 2004,18/6/04,20/6/04,Fiera di Primiero,World Cup
352,UIAA Worldcup - Chamonix (FRA) 2004,11/7/04,12/7/04,Chamonix,World Cup
353,UIAA Worldcup - Val Daone (ITA) 2004,16/7/04,17/7/04,Val Daone,World Cup
354,UIAA Worldcup - L'Argentière La Bessée (FRA) 2004,28/7/04,29/7/04,L'Argentière,World Cup
355,UIAA Worldcup - Bardonecchia (ITA) 2004,19/8/04,21/8/04,Bardonecchia,World Cup
356,UIAA Worldcup - Marbella (ESP) 2004,17/9/04,18/9/04,Marbella,World Cup
357,UIAA Worldcup - Huzou (CHN) 2004,24/9/04,26/9/04,Huzou,World Cup
358,UIAA Worldcup - Shanghai (CHN) 2004,1/10/04,2/10/04,Shanghai,World Cup
359,UIAA Worldcup - Aprica (ITA) 2004,21/10/04,22/10/04,Aprica,World Cup
360,UIAA Worldcup - Valence (FRA) 2004,28/10/04,29/10/04,Valence,World Cup
361,UIAA Worldcup - Brno (CZE) 2004,11/11/04,12/11/04,Brno,World Cup
362,UIAA Worldcup - Kranj (SLO) 2004,19/11/04,20/11/04,Kranj,World Cup
363,UIAA World Youth Championship - Edinburgh (GBR) 2004,10/9/04,12/9/04,World Youth Champ.,World Championship
364,UIAA Asian Championship - Jeolla Nam Do (KOR) 2004,29/10/04,30/10/04,Asian Champ.,Continental
365,UIAA European Championship - Lecco (ITA) 2004,21/6/04,27/6/04,European Champ.,Continental
366,European Youth Cup - Geneva (SUI) 2004,2/4/04,3/4/04,EYC Geneva,Continental
367,European Youth Cup - Imst (AUT) 2004,14/5/04,15/5/04,EYC Imst,Continental
368,European Youth Cup + Festival - Veliko Tarnovo (BUL) 2004,19/8/04,22/8/04,EYC Veliko Tarnovo,Continental
369,European Youth Cup - Kranj (SLO) 2004,26/11/04,27/11/04,EYC Kranj,Continental
370,UIAA Central-South American Championship - S. Antonio de los Altos (VEN) 2004,25/8/04,29/8/04,Cent.South Am.Champ.,Continental
371,North American Championship - Mexico City (MEX) 2004 (incl. SpiderKids),24/11/04,28/11/04,North American Ch.,Continental
372,UIAA Central-South American Youth - S. Antonio de los Altos (VEN) 2004,19/8/04,25/8/04,Latin Am. Youth,Continental
373,North American Championship - Mexico City (MEX) 2004 (Youth Bouldering),24/11/04,28/11/04,North American Ch. B,Continental
374,UIAA Nordic Championship Bouldering (NOR) 2004,27/2/04,28/2/04,Nordic Championship,Other
376,Int. Event - Open Youth Marseille (FRA) 2004,14/4/04,15/4/04,Marseille,Other
377,Int. Event Melloblocco - Val di Mello (ITA) 2004,7/5/04,8/5/04,Melloblocco,Other
382,Int. Event - OutDoor Climbing Events 2004 - Friedrichshafen (GER) 2004,22/7/04,23/7/04,Friedrichshafen,Other
384,Int. Event - Grenoble (FRA) 2004,26/8/04,27/8/04,Grenoble,Other
385,Int. Event - Rockmaster Arco (ITA) 2004,3/9/04,4/9/04,Arco,Other
387,Int. Event - Asia Cup Uttarkashi (IND) 2004,19/11/04,21/11/04,Asia Cup India,Other
388,UIAA Worldcup (B) - Birmingham (GBR) 2005,18/3/05,20/3/05,Birmingham (B),World Cup
389,UIAA Worldcup (B+S) - Moscow (RUS) 2005,8/4/05,10/4/05,Moscow (B+S),World Cup
390,UIAA Worldcup (S) - Moscow (RUS) 2005,10/4/05,10/4/05,Moscow (S),World Cup
391,UIAA Worldcup (L+S) - Veliko Tarnovo (BUL) 2005,23/4/05,25/4/05,Veliko Tarnovo (L+S),World Cup
