event_id,name,start_date,end_date,location
65,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,2020-08-20,2020-08-22,Briançon
70,IFSC Pan Am - Continental Championships (C) - Los Angeles (USA) 2020,2020-02-24,2020-03-02,Los Angeles
72,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2020 - CANCELLED,2020-11-06,2020-11-08,Soure
85,"IFSC Europe - Continental Cup (L,S) - Belgrad (SRB) 2020 - CANCELLED",2020-08-13,2020-08-16,Belgrad
87,"IFSC Europe - Continental Youth Championships (B,L,S) - Perm (RUS) 2020 - POSTPONED",2020-10-21,2020-10-28,Perm
100,UIAA Worldcup - Wien 1991,1991-04-25,1991-04-26,W-Wi
101,UIAA Worldcup - Clusone 1991,1991-08-29,1991-08-30,W-Cl
102,UIAA Worldcup - Innsbruck 1991,1991-09-19,1991-09-20,W-In
103,UIAA World Championship - Frankfurt 1991,1991-10-01,1991-10-02,WM-F
104,UIAA Worldcup - Tokio 1991,1991-10-15,1991-10-16,W-To
105,UIAA Worldcup - Nürnberg 1991,1991-10-30,1991-10-31,W-Nü
106,UIAA Worldcup - Birmingham 1991,1991-12-04,1991-12-05,W-Bi
113,UIAA Worldcup - Zürich 1992,1992-04-30,1992-05-01,W-Zü
114,UIAA Worldcup - Kobe 1992,1992-10-07,1992-10-08,W-Ko
115,UIAA Worldcup - Nürnberg 1992,1992-10-29,1992-10-30,W-Nü
116,UIAA Worldcup - St. Pölten 1992,1992-11-13,1992-11-14,W-Pö
117,UIAA Worldcup - Laval 1992,1992-11-19,1992-11-20,W-La
118,UIAA Worldcup - Birmingham 1992,1992-12-10,1992-12-11,W-Bi
119,UIAA Youth Worldchampionship - Basel 1992,1992-02-26,1992-02-27,J-WM
120,UIAA European Championship - Frankfurt 1992,1992-09-17,1992-09-18,EM-F
121,Masters Chambery 1992,1992-01-29,1992-01-30,M-Ch
122,Masters Serre Chevalier 1992,1992-07-20,1992-07-21,M-Se
123,UIAA Masters - Rock Masters Arco 1992,1992-08-31,1992-09-01,M-Ar
124,UIAA Worldcup - Frankfurt 1993,1993-04-01,1993-04-02,W-Fr
125,UIAA World Championship - Innsbruck 1993,1993-04-29,1993-04-30,WM-I
126,UIAA Worldcup - Zürich 1993,1993-05-14,1993-05-15,W-Zü
127,UIAA Worldcup - Toulon 1993,1993-05-27,1993-05-28,W-To
128,UIAA Worldcup - Black See 1993,1993-08-26,1993-08-27,W-Bu
129,UIAA Worldcup - Nürnberg 1993,1993-11-04,1993-11-05,W-Nü
130,UIAA Worldcup - Laval 1993,1993-12-09,1993-12-10,W-La
131,Jeux de Pyrinae - Ainsa 1993,1993-05-20,1993-05-21,M-Py
132,Masters Serre-Chevalier 1993,1993-07-21,1993-07-22,M-Se
133,UIAA Masters - Rock Masters Arco 1993,1993-09-10,1993-09-11,M-Ar
134,UIAA Worldcup - Villach 1994,1994-04-15,1994-04-16,W-Vi
135,UIAA Worldcup - Moscow 1994,1994-04-28,1994-04-29,W-Mo
137,UIAA Worldcup - Aix-les-Bains 1994,1994-11-17,1994-11-18,W-Ai
138,UIAA Worldcup - Birmingham 1994,1994-11-25,1994-11-26,W-Bi
139,UIAA Youth Worldchampionship - Leipzig 1994,1994-10-21,1994-10-22,94-JWM
140,UIAA Masters - Serre Chevalier 1994,1994-07-20,1994-07-21,M-Se
141,UIAA Masters - L'Argentiere 1994,1994-07-27,1994-07-28,M-LA
142,UIAA Masters - Rock Masters Arco 1994,1994-09-09,1994-09-10,M-Ar
143,UIAA Worldcup - Frankfurt 1995,1995-04-06,1995-04-07,W-Fr
144,UIAA Worldcup - Moscow 1995,1995-10-21,1995-10-22,W-Mo
145,UIAA Worldchampionchip - Genève 1995,1995-05-05,1995-05-06,WM-G
146,UIAA Worldcup - Birmingham 1995,1995-11-24,1995-11-25,W-Bi
147,UIAA Worldcup - Aix-les-Bains 1995,1995-12-07,1995-12-08,W-Ai
148,UIAA Youth Worldchampionship - Laval 1995,1995-10-05,1995-10-06,95JWM
149,UIAA Masters - Serre Chevalier 1995,1995-07-28,1995-07-29,M-Se
150,UIAA Bouldering Masters - L'Argentier 1995,1995-08-06,1995-08-07,M-LA
151,UIAA Masters - Rock Masters Arco 1995,1995-09-09,1995-09-10,M-Ar
152,UIAA Worldcup - Ekaterinburg 1996,1996-09-18,1996-09-19,W-Ekaterinburg
153,UIAA Worldcup - Kranj 1996,1996-11-23,1996-11-24,W-Kranj
154,UIAA Worldcup - Graz 1996,1996-12-14,1996-12-15,W-Graz
155,European Championship - Paris 1996,1996-01-27,1996-01-28,EmPa
156,European Youth Cup - Dortmund (GER) 1996,1996-06-07,1996-06-08,E-Dortmund
157,European Youth Cup - Ravenna (ITA) 1996,1996-06-28,1996-06-29,E-Ravenna
158,European Youth Cup - Skofja Loka (SLO) 1996,1996-09-13,1996-09-14,E-Skofja Loka
159,European Youth Cup - Bern (SUI) 1996,1996-09-27,1996-09-28,E-Bern
160,European Youth Cup - Prag (CZE) 1996,1996-10-25,1996-10-26,E-Prag
161,"UIAA Masters - ESPN X-Games - Newport, USA 1996",1996-06-24,1996-06-25,ESPN
162,UIAA Masters - Serre Chevalier 1996,1996-07-24,1996-07-25,M-Se
163,UIAA Masters - Rock Masters Arco 1996,1996-09-06,1996-09-07,M-Ar
164,UIAA World Championchip - Paris 1997,1997-01-31,1997-02-01,WM
165,UIAA Worldcup - Courmayeur 1997,1997-09-04,1997-09-05,W-Co
166,UIAA Worldcup - Prag 1997,1997-10-23,1997-10-24,W-Pr
167,UIAA Worldcup - Kranj 1997,1997-11-08,1997-11-09,W-Kr
168,UIAA Worldcup - Imst 1997,1997-11-21,1997-11-22,W-Im
169,UIAA Worldcup - Birmingham 1997,1997-11-28,1997-11-29,W-Bi
170,UIAA Youth Worldchampionship - Imst (AUT) 1997,1997-11-13,1997-11-14,JWM
171,European Youth Cup - Bolzano (ITA) 1997,1997-05-03,1997-05-04,E-Bolzano
172,European Youth Cup - Dortmund (GER) 1997,1997-05-31,1997-06-01,E-Dortmund
173,European Youth Cup - Chocen (CZE) 1997,1997-06-28,1997-06-29,E-Chocen
174,European Youth Cup - Bern (SUI) 1997,1997-08-23,1997-08-24,E-Bern
175,European Youth Cup - Parma (ITA) 1997,1997-09-20,1997-09-21,E-Parma
176,"UIAA Masters - San Diego X-Games, USA 1997",1997-06-22,1997-06-23,X-Gam
177,UIAA Masters - Serre Chevalier 1997,1997-07-26,1997-07-27,M-Se
178,UIAA Masters - Rock Masters Arco 1997,1997-09-12,1997-09-13,M-Ar
179,UIAA Worldcup - Beauregard (ITA) 1998,1998-07-31,1998-08-01,W-Beauregard
180,UIAA Worldcup - Courmayeur (ITA) 1998,1998-09-03,1998-09-04,W-Courmayeur
181,UIAA Worldcup - Milan (ITA) 1998,1998-10-08,1998-10-09,W-Milan
182,UIAA Worldcup - Kranj (SLO) 1998,1998-11-13,1998-11-14,W-Kranj
183,UIAA Youth Worldchampionship - Moscow (RUS) 1998,1998-07-15,1998-07-16,J_WM
184,UIAA European Championship - Nürnberg (GER) 1998,1998-04-02,1998-04-03,EC-Nürnberg
185,European Youth Cup - Dortmund (GER) 1998,1998-06-11,1998-06-12,E-Dortmund
186,European Youth Cup - Triest (ITA) 1998,1998-07-03,1998-07-04,E-Triest
187,European Youth Cup - Imst (AUT) 1998,1998-07-10,1998-07-11,E-Imst
188,European Youth Cup - Aix en Provence (FRA) 1998,1998-10-30,1998-10-31,E-Aix en Provence
189,Top Rock Challenge - Val d'Isere (FRA) 1998,1998-07-11,1998-07-12,T-V.d'Isere
190,Top Rock Challenge - Chamonix (FRA) 1998,1998-07-16,1998-07-17,T-Chamonix
191,UIAA Masters - Serre Chevalier (FRA) 1998,1998-07-22,1998-07-23,M-Serre Chevalier
192,Top Rock Challenge - Valloire (FRA) 1998,1998-08-06,1998-08-07,T-Valloire
193,Top Rock Challenge - Cortina d'Ampezzo (ITA) 1998,1998-08-13,1998-08-14,T-Cortina
194,Top Rock Challenge - Crans Montana (SUI) 1998,1998-08-21,1998-08-22,T-Cr.Montana
195,Top Rock Challenge - Grenoble (FRA) 1998,1998-08-27,1998-08-28,T-Grenoble
196,UIAA Masters - Rock Masters Arco (ITA) 1998,1998-09-11,1998-09-12,M-Arco
197,UIAA Worldcup - Wiener Neustadt (AUT) 1999,1999-04-15,1999-04-16,Wien
198,UIAA Worldcup - Besancon (FRA) 1999,1999-06-09,1999-06-10,W-Besancon
199,UIAA Worldcup - Benasque (ESP) 1999,1999-07-02,1999-07-03,WC Benasque
200,UIAA Worldcup - Val d'Isere (FRA) 1999,1999-07-10,1999-07-11,WC Val d'Isere
201,UIAA Worldcup - Chamonix (FRA) 1999,1999-07-16,1999-07-17,WC Chamonix
202,UIAA Worldcup - Beauregard (ITA) 1999,1999-07-23,1999-07-24,WC Beauregard
203,UIAA Worldcup - Bardonecchia (ITA) 1999,1999-07-30,1999-07-31,WC Bardonecchia
204,UIAA Worldcup - Cortina (ITA) 1999,1999-08-12,1999-08-13,WC Cortina
205,UIAA Worldcup - Grenoble (FRA) 1999,1999-08-27,1999-08-28,WC Grenoble
206,UIAA Worldcup - Kranj (SLO) 1999,1999-11-11,1999-11-12,W-Kranj
207,UIAA World Championship - Birmingham (GBR) 1999,1999-12-02,1999-12-03,WM Birmingham
208,UIAA Youth Worldchampionship - Courmayeur (ITA) 1999,1999-09-02,1999-09-03,JWM
209,European Youth Cup - Imst (AUT) 1999,1999-07-09,1999-07-10,Imst
210,European Youth Cup - Bern (SUI) 1999,1999-08-13,1999-08-14,Bern
211,European Youth Cup - Albertville (FRA) 1999,1999-10-15,1999-10-16,Albertville
212,EuropeanYouth Cup - Amsterdam (NED) 1999,1999-11-26,1999-11-27,Amsterdam
213,UIAA Masters - Serre-Chevalier (FRA) 1999,1999-07-21,1999-07-22,Ma Serre-Chev.
214,Int. Event - Arco Rock Master (ITA) 1999,1999-09-09,1999-09-10,IE Arco
215,Int. Event - Sheffield (GBR) 1999,1999-12-06,1999-12-07,IE Sheffield
216,UIAA Worldcup - Konitsa (GRE) 2000,2000-05-26,2000-05-27,Konitsa
217,UIAA Worldcup - Millau (FRA) 2000,2000-05-31,2000-06-01,Milau
218,UIAA Worldcup - Chamonix (FRA) 2000,2000-07-11,2000-07-12,Chamonix
219,UIAA Worldcup - Beauregard (ITA) 2000,2000-07-21,2000-07-22,Beauregard
220,UIAA Worldcup - München (GER) 2000,2000-08-03,2000-08-04,München
221,UIAA Worldcup - Grenoble (FRA) 2000,2000-08-31,2000-09-01,Grenoble
222,UIAA Worldcup - Rovereto (ITA) 2000,2000-09-15,2000-09-16,Rovereto
223,UIAA Worldcup - Lecco (ITA) 2000,2000-09-22,2000-09-23,Lecco
224,UIAA Worldcup - Courmayeur (ITA) 2000,2000-09-28,2000-09-29,Courmayeur
225,UIAA Worldcup - Nantes (FRA) 2000,2000-11-01,2000-11-02,Nantes
226,UIAA Worldcup - Kranj (SLO) 2000,2000-11-16,2000-11-17,Kranj
227,UIAA World Youth Championship - Amsterdam (NED) 2000,2000-08-31,2000-09-01,Amsterdam
228,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,2000-11-23,2000-11-24,Kuala Lumpur
230,UIAA European Championship - München (GER) 2000,2000-10-06,2000-10-07,EM München
231,European Youth Cup - Imst (AUT) 2000,2000-06-02,2000-06-03,Imst
232,European Youth Cup - L'Aprica (ITA) 2000,2000-10-27,2000-10-28,L'Aprica
233,European Youth Cup - Kranj (SLO) 2000,2000-12-01,2000-12-02,Kranj
235,Masters - Serre Chevalier (FRA) 2000,2000-07-16,2000-07-17,Serre Chevalier
236,Int. Event - Serre Chevalier (FRA) 2000,2000-07-19,2000-07-20,Serre Chevalier
237,Int. Event - L'Argentiere (FRA) 2000,2000-07-24,2000-07-25,L'Argentiere
238,Int. Event - Rock Master Arco (ITA) 2000,2000-09-08,2000-09-09,Arco
239,1. Int. SALEWA Masters - Scheidegg 2000,2000-10-13,2000-10-14,Scheidegg
240,UIAA Worldcup - GAP (FRA) 2001,2001-06-29,2001-06-30,Gap
241,UIAA Worldcup - Chamonix (FRA) 2001,2001-07-11,2001-07-15,Chamonix
242,UIAA Worldcup - Munich (GER ) 2001,2001-07-21,2001-07-22,Munich
243,UIAA Worldcup - Rovereto (ITA) 2001,2001-08-31,2001-09-01,Rovereto
244,UIAA World Championship - Winterthur (SUI) 2001,2001-09-05,2001-09-08,Winterthur
245,UIAA Worldcup - Lecco (ITA) 2001,2001-09-21,2001-09-22,Lecco
246,UIAA Worldcup - Aprica (ITA) 2001,2001-10-18,2001-10-19,Aprica
247,UIAA Worldcup - Kuala Lumpur (MAS) 2001,2001-11-02,2001-11-04,Kuala Lumpur
248,UIAA Worldcup - Kranj (SLO) 2001,2001-11-16,2001-11-18,Kranj
249,UIAA Worldcup - Birmingham (GBR) 2001,2001-12-06,2001-12-07,Birmingham
250,UIAA Youth World Championship - Imst(AUT) 2001,2001-06-21,2001-06-24,YWC Imst 2001
251,UIAA Youth World Championship SPEED - Imst (AUT) 2001,2001-06-21,2001-06-24,YWC Imst 2001 SPEED
252,1st UIAA ASIAN CUP - Kunming (CHN),2001-09-13,2001-09-14,Kunming
253,UIAA Asian Championship - Jakarta (INA) 2001,2001-10-26,2001-10-27,Jakarta
254,Asian Bouldering Championship - Taipei (TPE) 2001,2001-11-23,2001-11-24,Taipei
256,European Youth Cup Speed - Apatity (RUS) 2001,2001-03-28,2001-03-29,Apatity (Speed)
257,European Youth Cup - Apatity (RUS) 2001,2001-03-30,2001-04-01,Apatity
258,European Youth Cup - Trieste (ITA) 2001,2001-04-06,2001-04-07,Trieste
259,European Youth Cup - Imst (AUT) 2001,2001-06-15,2001-06-16,Imst
260,European Youth Cup - Arco (ITA) 2001,2001-06-29,2001-06-30,Arco
261,European Youth Cup - Aprica (ITA) 2001,2001-10-12,2001-10-13,Aprica
262,European Youth Cup - Birmingham (GBR) 2001,2001-12-07,2001-12-09,Birmingham
263,North American Youth Championship - Berkeley (USA) 2001,2001-02-02,2001-02-04,Berkeley
264,Reg. Event - Nordic Championship - Malmö (SWE) 2001,2001-03-16,2001-03-17,Malmö
265,Int. Event - Fontainebleau (FRA) 2001,2001-06-07,2001-06-08,Fontainebleau
267,Int. Event - Lake Placid (USA) 2001,2001-07-12,2001-07-15,Lake Placid
268,Int. Event - Hood River (USA) 2001,2001-07-19,2001-07-21,Hood River
269,Int. Event - Serre Chevalier (FRA) 2001,2001-07-19,2001-07-20,Serre-Chevalier
270,Int. Event - L'Argentiere (FRA) 2001,2001-07-26,2001-07-27,L'Argentiere
271,Int. Event - Rock Master Arco (ITA) 2001,2001-09-14,2001-09-16,Arco
272,Int. Event - Blocmaster Grenoble (FRA) 2001,2001-10-05,2001-10-07,Grenoble
273,2. Int. SALEWA Masters - Scheidegg (GER) 2001,2001-10-13,2001-10-13,Scheidegg
274,Int. Event - Master WARSAW (POL) 2001,2001-11-09,2001-11-10,WarSaw
275,UIAA Worldcup - Bolzano (ITA) 2002,2002-04-26,2002-04-28,Bolzano
276,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn,2002-05-17,2002-05-19,Yekaterinburg
277,2. UIAA Worldcup - Yekaterinburg (RUS) 2002,2002-05-22,2002-05-22,Yekaterinburg 2
278,3. UIAA Worldcup - Yekaterinburg (RUS) 2002,2002-05-25,2002-05-26,Yekaterinburg 3
279,UIAA Worldcup - Imst (AUT) 2002,2002-06-06,2002-06-07,Imst
280,UIAA Worldcup - Fiera di Primiero (ITA) 2002,2002-06-13,2002-06-14,Fiera di Primiero
281,UIAA Worldcup - Lecco (ITA) 2002 - speed,2002-06-24,2002-06-24,Lecco
282,UIAA Worldcup - Lecco (ITA) 2002 - boulder,2002-06-25,2002-06-26,Lecco
283,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,2002-06-28,2002-06-29,Lecco
284,UIAA Worldcup - Singapore (SIN) 2002,2002-08-23,2002-08-25,Singapore
285,UIAA Worldcup - Rovereto (ITA) 2002,2002-09-13,2002-09-14,Rovereto
286,UIAA Worldcup - Aprica (ITA) 2002,2002-10-17,2002-10-18,Aprica
287,UIAA Worldcup - Kranj (SLO) 2002,2002-11-15,2002-11-17,Kranj
288,UIAA Youth World Championship Speed - Canteleu (FRA) 2002,2002-09-26,2002-09-27,Canteleu
289,UIAA World Youth Championship - Canteleu (FRA) 2002,2002-09-27,2002-09-28,Canteleu
290,UIAA Asian Championship - Toyama (JPN) 2002,2002-10-11,2002-10-12,Toyama
291,Asian Youth Championship - Malaysia 2002,2002-12-20,2002-12-21,Malaysia
292,UIAA European Championship - Chamonix (FRA) 2002,2002-07-11,2002-07-14,Chamonix
293,European Youth Cup - Imst (AUT) 2002,2002-06-14,2002-06-15,Imst
294,European Youth Cup - Arco (ITA) 2002,2002-06-21,2002-06-22,Arco
295,European Youth Cup - Veliko Tarnovo (BUL) 2002,2002-11-08,2002-11-09,Veliko Tarnovo
296,European Youth Cup - Kranj (SLO) 2002,2002-11-22,2002-11-23,Kranj
300,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002,2002-04-20,2002-04-20,Klimax
302,Int. Event - Serre Chevalier (FRA) 2002,2002-07-18,2002-07-19,Serre Chevalier
303,Int. Event - L'Argentière (FRA) 2002,2002-07-25,2002-07-26,L'Argentière
304,Int. Event - Speed Rock - Daone (ITA),2002-07-28,2002-07-28,Daone
305,Int. Event - Arco Rockmaster (ITA) 2002,2002-09-06,2002-09-07,Arco
306,Int. Event - Schengzheng (CHN) 2002,2002-12-06,2002-12-07,Schengzheng
307,UIAA Worldcup - Imst (AUT) 2003,2003-05-22,2003-05-23,Imst
308,UIAA Worldcup - Yekaterinburg (RUS) 2003 (B+S),2003-05-30,2003-06-01,Yekaterinburg B+S
309,UIAA Worldcup - Yekaterinburg (RUS) 2003 (S),2003-06-04,2003-06-04,Yekaterinburg S
310,UIAA Worldcup - Yekaterinburg (RUS) 2003 (D+S),2003-06-06,2003-06-08,Yekaterinburg D+S
311,UIAA Worldcup - Fiera di Primiero (ITA) 2003,2003-06-13,2003-06-15,Fiera di Primiero
312,UIAA Worldcup - Lecco (ITA) 2003 (speed),2003-06-23,2003-06-23,Lecco Speed
313,UIAA Worldcup - Lecco (ITA) 2003 (boulder),2003-06-24,2003-06-25,Lecco Bouldern
314,UIAA Worldcup - Lecco (ITA) 2003 (difficulty),2003-06-27,2003-06-28,Lecco
315,UIAA Worldchampionship - Chamonix (FRA) 2003,2003-07-09,2003-07-13,Chamonix
316,UIAA Worldcup - L'Argentière (FRA) 2003,2003-07-24,2003-07-25,Argentiere
317,UIAA Worldcup - Val Daone (ITA) 2003,2003-07-25,2003-07-26,Val Daone
318,UIAA Worldcup - Aviles (ESP) 2003,2003-08-21,2003-08-22,Aviles
319,UIAA Worldcup - Rovereto (ITA) 2003,2003-09-11,2003-09-12,Rovereto
320,UIAA Worldcup - Aprica (ITA) 2003,2003-10-02,2003-10-03,Aprica
321,UIAA Worldcup - Prague (CZE) 2003,2003-10-10,2003-10-11,Prague
322,UIAA Worldcup - Valence (FRA) 2003,2003-10-30,2003-10-31,Valence
323,UIAA Worldcup - Kranj (SLO) 2003,2003-11-14,2003-11-16,Kranj
324,UIAA Worldcup - Shenzen (CHN) 2003,2003-11-21,2003-11-23,Shenzen
325,UIAA Worldcup - Edinburgh (GBR) 2003,2003-12-04,2003-12-07,Edinburgh
326,Youth Worldchampionship - Veliko Tarnovo (BUL) 2003,2003-09-19,2003-09-21,Veliko Tarnovo
327,UIAA Asian Championship - Beijing (CHN) 2003,2003-08-22,2003-08-23,Beijing
328,European Youth Cup - Imst (AUT) 2003,2003-05-16,2003-05-17,Imst
329,European Youth Cup - Arco (ITA) 2003,2003-05-30,2003-05-31,Arco
330,European Youth Cup - Niederwangen (SUI) 2003,2003-09-12,2003-09-13,Bern
331,European Youth Cup - Kranj (SLO) 2003,2003-11-22,2003-11-23,Kranj
332,Panamerican Championships - Mexico City (MEX) 2003,2003-05-23,2003-05-25,Mexico
333,UIAA North American Youth Championship - not confirmed,2002-12-31,2003-01-01,North American Youth
334,Nordic Championships - Oslo (NOR) 2003,2003-05-02,2003-05-03,Oslo
335,Int. Event - Birmingham (GBR) 2003,2003-03-14,2003-03-16,Birmingham
336,Int. Event - Open Youth Marseille (FRA) 2003,2003-04-25,2003-04-26,Marseille
340,Int. Event - Speed Rock Daone (ITA) 2003 - not confirmed,2003-06-30,2003-07-01,Daone
341,"Int. Event - Master/Event of Daroca, Zaragosa (ESP) 2003",2003-07-04,2003-07-05,Zaragosa
342,Int. Event - Serre Chevalier (FRA) 2003,2003-07-17,2003-07-18,Serre Chevalier
343,Int. Event - Boulder Masters Grenoble (FRA) 2003,2003-08-28,2003-08-29,Grenoble
344,Int. Event - La Colmiane (FRA) 2003,2003-09-18,2003-09-19,La Colmiane
345,Int. Event - Arco Rockmaster (ITA) 2003,2003-09-26,2003-09-27,Arco
347,UIAA Worldcup - Birmingham (GBR) 2004,2004-04-02,2004-04-04,Birmingham
348,UIAA Worldcup - Erlangen (GER) 2004,2004-04-15,2004-04-16,Erlangen
349,UIAA Worldcup - Puurs (BEL) 2004,2004-04-23,2004-04-25,Puurs
350,UIAA Worldcup - Imst (AUT) 2004,2004-05-28,2004-05-29,Imst
351,UIAA Worldcup - Fiera di Primiero (ITA) 2004,2004-06-18,2004-06-20,Fiera di Primiero
352,UIAA Worldcup - Chamonix (FRA) 2004,2004-07-11,2004-07-12,Chamonix
353,UIAA Worldcup - Val Daone (ITA) 2004,2004-07-16,2004-07-17,Val Daone
354,UIAA Worldcup - L'Argentière La Bessée (FRA) 2004,2004-07-28,2004-07-29,L'Argentière
355,UIAA Worldcup - Bardonecchia (ITA) 2004,2004-08-19,2004-08-21,Bardonecchia
356,UIAA Worldcup - Marbella (ESP) 2004,2004-09-17,2004-09-18,Marbella
357,UIAA Worldcup - Huzou (CHN) 2004,2004-09-24,2004-09-26,Huzou
358,UIAA Worldcup - Shanghai (CHN) 2004,2004-10-01,2004-10-02,Shanghai
359,UIAA Worldcup - Aprica (ITA) 2004,2004-10-21,2004-10-22,Aprica
360,UIAA Worldcup - Valence (FRA) 2004,2004-10-28,2004-10-29,Valence
361,UIAA Worldcup - Brno (CZE) 2004,2004-11-11,2004-11-12,Brno
362,UIAA Worldcup - Kranj (SLO) 2004,2004-11-19,2004-11-20,Kranj
363,UIAA World Youth Championship - Edinburgh (GBR) 2004,2004-09-10,2004-09-12,World Youth Champ.
364,UIAA Asian Championship - Jeolla Nam Do (KOR) 2004,2004-10-29,2004-10-30,Asian Champ.
365,UIAA European Championship - Lecco (ITA) 2004,2004-06-21,2004-06-27,European Champ.
366,European Youth Cup - Geneva (SUI) 2004,2004-04-02,2004-04-03,EYC Geneva
367,European Youth Cup - Imst (AUT) 2004,2004-05-14,2004-05-15,EYC Imst
368,European Youth Cup + Festival - Veliko Tarnovo (BUL) 2004,2004-08-19,2004-08-22,EYC Veliko Tarnovo
369,European Youth Cup - Kranj (SLO) 2004,2004-11-26,2004-11-27,EYC Kranj
370,UIAA Central-South American Championship - S. Antonio de los Altos (VEN) 2004,2004-08-25,2004-08-29,Cent.South Am.Champ.
371,North American Championship - Mexico City (MEX) 2004 (incl. SpiderKids),2004-11-24,2004-11-28,North American Ch.
372,UIAA Central-South American Youth - S. Antonio de los Altos (VEN) 2004,2004-08-19,2004-08-25,Latin Am. Youth
373,North American Championship - Mexico City (MEX) 2004 (Youth Bouldering),2004-11-24,2004-11-28,North American Ch. B
374,UIAA Nordic Championship Bouldering (NOR) 2004,2004-02-27,2004-02-28,Nordic Championship
376,Int. Event - Open Youth Marseille (FRA) 2004,2004-04-14,2004-04-15,Marseille
377,Int. Event Melloblocco - Val di Mello (ITA) 2004,2004-05-07,2004-05-08,Melloblocco
382,Int. Event - OutDoor Climbing Events 2004 - Friedrichshafen (GER) 2004,2004-07-22,2004-07-23,Friedrichshafen
384,Int. Event - Grenoble (FRA) 2004,2004-08-26,2004-08-27,Grenoble
385,Int. Event - Rockmaster Arco (ITA) 2004,2004-09-03,2004-09-04,Arco
387,Int. Event - Asia Cup Uttarkashi (IND) 2004,2004-11-19,2004-11-21,Asia Cup India
388,UIAA Worldcup (B) - Birmingham (GBR) 2005,2005-03-18,2005-03-20,Birmingham (B)
389,UIAA Worldcup (B+S) - Moscow (RUS) 2005,2005-04-08,2005-04-10,Moscow (B+S)
390,UIAA Worldcup (S) - Moscow (RUS) 2005,2005-04-10,2005-04-10,Moscow (S)
391,UIAA Worldcup (L+S) - Veliko Tarnovo (BUL) 2005,2005-04-23,2005-04-25,Veliko Tarnovo (L+S)
392,UIAA Worldcup (L) - Puurs (BEL) 2005,2005-04-28,2005-04-29,Puurs (L)
